,Seller ID,Seller's Main Category,Sign-up Time,Activation Time,1st Listing,1st Salable,1st Transaction
1843,1844,Electronic,2018-09-07,2018-09-10,2018-09-13,2018-09-17,2018-09-25
1844,1845,BBFF,2018-09-08,2018-09-10,2018-09-17,2018-09-18,2018-09-24
1845,1846,LifeStyle,2018-09-11,2018-09-17,2018-09-20,2018-09-21,2018-09-22
1846,1847,BBFF,2018-09-11,2018-09-13,2018-09-21,2018-09-21,2018-10-09
1847,1848,Electronic,2018-09-18,2018-09-19,2018-09-27,2018-09-28,2018-10-12
1848,1849,LifeStyle,2018-09-19,2018-09-26,2018-09-28,2018-09-29,2018-10-05
1849,1850,BBFF,2018-09-22,2018-09-24,2018-09-22,2018-10-02,2018-10-04
1850,1851,Electronic,2018-09-24,2018-09-27,2018-09-28,2018-10-04,2018-10-04
1851,1852,BBFF,2018-09-28,2018-10-01,2018-10-05,2018-10-08,2018-10-11
1852,1853,BBFF,2018-09-28,2018-09-29,2018-09-29,2018-10-08,2018-10-16
1853,1854,BBFF,2018-09-28,2018-09-29,2018-10-04,2018-10-08,2018-10-13
1854,1855,BBFF,2018-09-28,2018-09-28,2018-10-06,2018-10-08,2018-10-08
1855,1856,BBFF,2018-10-01,2018-10-02,2018-10-02,2018-10-11,2018-10-12
1856,1857,BBFF,2018-10-05,2018-10-09,2018-10-11,2018-10-15,2018-10-15
1857,1858,Electronic,2018-03-19,2018-04-04,2018-03-24,2018-03-28,2018-04-29
1858,1859,Electronic,2018-03-24,2018-03-29,2018-03-31,2018-04-02,2018-06-27
1859,1860,BBFF,2018-04-05,2018-04-17,2018-04-09,2018-04-14,2018-05-23
1860,1861,BBFF,2018-04-09,2018-04-13,2018-04-16,2018-04-18,2018-04-22
1861,1862,Electronic,2018-04-10,2018-04-17,2018-04-17,2018-04-19,2018-04-19
1862,1863,BBFF,2018-04-10,2018-04-17,2018-04-17,2018-04-19,2018-04-23
1863,1864,Book,2018-04-11,2018-04-23,2018-04-12,2018-04-20,2018-04-27
1864,1865,Electronic,2018-04-17,2018-04-19,2018-04-20,2018-04-26,2018-05-08
1865,1866,BBFF,2018-05-08,2018-05-11,2018-05-14,2018-05-17,2018-06-04
1866,1867,BBFF,2018-05-08,2018-05-11,2018-05-15,2018-05-17,2018-07-10
1867,1868,Book,2018-05-10,2018-05-16,2018-05-17,2018-05-19,2018-05-21
1868,1869,LifeStyle,2018-05-16,2018-05-21,2018-05-24,2018-05-25,2018-05-26
1869,1870,BBFF,2018-05-26,2018-06-01,2018-05-31,2018-06-04,2018-06-10
1870,1871,Electronic,2018-05-30,2018-06-04,2018-06-06,2018-06-08,2018-06-27
1871,1872,Book,2018-06-05,2018-06-06,2018-06-12,2018-06-14,2018-06-13
1872,1873,BBFF,2018-06-13,2018-06-20,2018-06-18,2018-06-22,2018-06-22
1873,1874,Digital Service,2018-06-14,2018-06-21,2018-06-22,2018-06-23,2018-07-06
1874,1875,Electronic,2018-06-14,2018-06-20,2018-06-22,2018-06-23,2018-06-22
1875,1876,BBFF,2018-06-16,2018-06-20,2018-06-23,2018-06-25,2018-06-29
1876,1877,BBFF,2018-06-19,2018-06-22,2018-06-26,2018-06-28,2018-07-04
1877,1878,Digital Service,2018-06-27,2018-07-06,2018-07-02,2018-07-06,2018-09-13
1878,1879,Book,2018-07-18,2018-07-23,2018-07-22,2018-07-27,2018-07-31
1879,1880,BBFF,2018-07-24,2018-07-27,2018-08-01,2018-08-02,2018-08-13
1880,1881,BBFF,2018-08-06,2018-08-13,2018-08-14,2018-08-15,2018-08-16
1881,1882,Book,2018-08-06,2018-08-09,2018-08-09,2018-08-15,2018-08-16
1882,1883,LifeStyle,2018-08-13,2018-08-16,2018-08-17,2018-08-22,2018-10-10
1883,1884,LifeStyle,2018-08-13,2018-08-14,2018-08-17,2018-08-22,2018-08-23
1884,1885,BBFF,2018-08-16,2018-08-22,2018-08-23,2018-08-25,2018-08-25
1885,1886,LifeStyle,2018-08-16,2018-08-17,2018-08-24,2018-08-25,2018-08-25
1886,1887,BBFF,2018-08-20,2018-08-22,2018-08-28,2018-08-29,2018-09-03
1887,1888,BBFF,2018-08-21,2018-08-25,2018-08-23,2018-08-30,2018-08-30
1888,1889,Electronic,2018-08-22,2018-08-23,2018-08-30,2018-08-31,2018-09-05
1889,1890,BBFF,2018-08-28,2018-08-30,2018-09-06,2018-09-06,2018-09-07
1890,1891,BBFF,2018-08-28,2018-08-28,2018-08-28,2018-09-06,2018-09-06
1891,1892,BBFF,2018-08-29,2018-08-31,2018-08-30,2018-09-07,2018-09-08
1892,1893,LifeStyle,2018-09-04,2018-09-13,2018-09-12,2018-09-13,2018-10-05
1893,1894,Digital Service,2018-09-04,2018-09-07,2018-09-13,2018-09-13,2018-09-13
1894,1895,BBFF,2018-09-12,2018-09-17,2018-09-19,2018-09-21,2018-09-22
1895,1896,Book,2018-09-12,2018-09-13,2018-09-16,2018-09-21,2018-09-21
1896,1897,BBFF,2018-09-14,2018-09-17,2018-09-20,2018-09-23,2018-10-11
1897,1898,Digital Service,2018-09-20,2018-09-27,2018-09-28,2018-09-29,2018-09-28
1898,1899,Book,2018-09-20,2018-09-24,2018-09-26,2018-09-29,2018-09-29
1899,1900,LifeStyle,2018-09-20,2018-09-21,2018-09-28,2018-09-29,2018-09-28
1900,1901,Book,2018-09-25,2018-09-27,2018-09-25,2018-10-04,2018-10-05
1901,1902,LifeStyle,2018-09-25,2018-09-25,2018-09-25,2018-10-04,2018-10-06
1902,1903,BBFF,2018-10-01,2018-10-01,2018-10-08,2018-10-10,2018-10-13
1903,1904,BBFF,2018-10-02,2018-10-02,2018-10-11,2018-10-11,2018-10-14
1904,1905,BBFF,2018-10-06,2018-10-08,2018-10-06,2018-10-15,2018-10-15
1905,1906,LifeStyle,2018-02-22,2018-03-01,2018-03-01,2018-03-02,2018-03-09
1906,1907,BBFF,2018-03-22,2018-03-28,2018-03-29,2018-03-30,2018-04-04
1907,1908,Book,2018-04-12,2018-04-17,2018-04-17,2018-04-20,2018-04-21
1908,1909,Electronic,2018-04-20,2018-04-24,2018-04-26,2018-04-28,2018-05-16
1909,1910,BBFF,2018-04-27,2018-04-27,2018-05-04,2018-05-05,2018-05-07
1910,1911,BBFF,2018-04-27,2018-04-27,2018-05-04,2018-05-05,2018-05-07
1911,1912,BBFF,2018-05-21,2018-05-23,2018-05-29,2018-05-29,2018-05-29
1912,1913,BBFF,2018-05-31,2018-06-04,2018-06-07,2018-06-08,2018-06-19
1913,1914,BBFF,2018-06-09,2018-06-14,2018-06-14,2018-06-17,2018-06-21
1914,1915,BBFF,2018-06-12,2018-06-20,2018-06-19,2018-06-20,2018-06-27
1915,1916,LifeStyle,2018-06-15,2018-06-20,2018-06-22,2018-06-23,2018-07-01
1916,1917,BBFF,2018-06-19,2018-06-25,2018-06-25,2018-06-27,2018-07-14
1917,1918,LifeStyle,2018-06-20,2018-06-25,2018-06-25,2018-06-28,2018-06-29
1918,1919,LifeStyle,2018-06-25,2018-07-31,2018-06-28,2018-07-03,2018-08-02
1919,1920,LifeStyle,2018-07-07,2018-07-11,2018-07-14,2018-07-15,2018-07-22
1920,1921,Electronic,2018-07-23,2018-07-28,2018-07-30,2018-07-31,2018-08-02
1921,1922,Electronic,2018-07-23,2018-07-26,2018-07-30,2018-07-31,2018-08-27
1922,1923,BBFF,2018-07-26,2018-07-31,2018-08-02,2018-08-03,2018-08-07
1923,1924,LifeStyle,2018-07-26,2018-07-29,2018-08-02,2018-08-03,2018-08-07
1924,1925,Electronic,2018-07-27,2018-07-30,2018-08-03,2018-08-04,2018-08-10
1925,1926,LifeStyle,2018-07-30,2018-07-30,2018-08-02,2018-08-07,2018-08-11
1926,1927,Book,2018-08-01,2018-08-06,2018-08-07,2018-08-09,2018-08-08
1927,1928,Book,2018-08-08,2018-08-24,2018-08-15,2018-08-16,2018-08-31
1928,1929,BBFF,2018-08-08,2018-08-14,2018-08-15,2018-08-16,2018-08-16
1929,1930,BBFF,2018-08-16,2018-08-17,2018-08-17,2018-08-24,2018-08-24
1930,1931,LifeStyle,2018-08-22,2018-08-22,2018-08-28,2018-08-30,2018-09-11
1931,1932,Digital Service,2018-08-23,2018-08-28,2018-08-30,2018-08-31,2018-09-04
1932,1933,LifeStyle,2018-08-27,2018-08-27,2018-08-28,2018-09-04,2018-09-05
1933,1934,Electronic,2018-08-31,2018-09-04,2018-09-07,2018-09-08,2018-09-12
1934,1935,Electronic,2018-09-10,2018-09-12,2018-09-17,2018-09-18,2018-09-22
1935,1936,LifeStyle,2018-09-11,2018-09-14,2018-09-18,2018-09-19,2018-09-20
1936,1937,BBFF,2018-09-11,2018-09-13,2018-09-13,2018-09-19,2018-10-02
1937,1938,BBFF,2018-09-13,2018-09-17,2018-09-20,2018-09-21,2018-09-20
1938,1939,LifeStyle,2018-09-17,2018-09-18,2018-09-18,2018-09-25,2018-09-27
1939,1940,LifeStyle,2018-09-17,2018-09-17,2018-09-20,2018-09-25,2018-10-01
1940,1941,BBFF,2018-09-18,2018-09-20,2018-09-25,2018-09-26,2018-09-26
1941,1942,Electronic,2018-09-18,2018-09-20,2018-09-25,2018-09-26,2018-09-28
1942,1943,BBFF,2018-09-21,2018-09-21,2018-09-21,2018-09-29,2018-10-01
1943,1944,BBFF,2018-09-26,2018-09-27,2018-09-28,2018-10-04,2018-10-05
1944,1945,BBFF,2018-09-27,2018-09-30,2018-10-05,2018-10-05,2018-10-08
1945,1946,BBFF,2018-10-03,2018-10-03,2018-10-03,2018-10-11,2018-10-10
1946,1947,BBFF,2018-03-15,2018-03-20,2018-03-16,2018-03-22,2018-03-22
1947,1948,BBFF,2018-03-23,2018-03-30,2018-03-29,2018-03-30,2018-04-04
1948,1949,Electronic,2018-04-04,2018-04-11,2018-04-09,2018-04-11,2018-04-12
1949,1950,LifeStyle,2018-04-19,2018-05-09,2018-04-26,2018-04-26,2018-05-27
1950,1951,Digital Service,2018-05-16,2018-05-22,2018-05-22,2018-05-23,2018-05-28
1951,1952,LifeStyle,2018-05-17,2018-05-22,2018-05-23,2018-05-24,2018-06-16
1952,1953,Electronic,2018-05-22,2018-05-28,2018-05-29,2018-05-29,2018-07-03
1953,1954,LifeStyle,2018-06-04,2018-06-05,2018-06-09,2018-06-11,2018-06-10
1954,1955,BBFF,2018-06-18,2018-06-28,2018-06-22,2018-06-25,2018-07-02
1955,1956,LifeStyle,2018-07-02,2018-07-06,2018-07-03,2018-07-09,2018-07-09
1956,1957,LifeStyle,2018-07-04,2018-07-06,2018-07-10,2018-07-11,2018-07-24
1957,1958,LifeStyle,2018-07-19,2018-07-30,2018-07-24,2018-07-26,2018-08-02
1958,1959,BBFF,2018-07-19,2018-07-20,2018-07-25,2018-07-26,2018-08-01
1959,1960,BBFF,2018-07-25,2018-07-25,2018-07-31,2018-08-01,2018-07-31
1960,1961,BBFF,2018-08-03,2018-08-09,2018-08-09,2018-08-10,2018-08-16
1961,1962,LifeStyle,2018-08-07,2018-08-10,2018-08-13,2018-08-14,2018-08-19
1962,1963,BBFF,2018-08-09,2018-08-15,2018-08-15,2018-08-16,2018-08-23
1963,1964,BBFF,2018-08-10,2018-08-17,2018-08-16,2018-08-17,2018-08-20
1964,1965,Electronic,2018-08-13,2018-08-15,2018-08-14,2018-08-20,2018-08-20
1965,1966,BBFF,2018-08-15,2018-08-22,2018-08-21,2018-08-22,2018-09-03
1966,1967,BBFF,2018-08-15,2018-08-16,2018-08-21,2018-08-22,2018-08-25
1967,1968,BBFF,2018-08-23,2018-08-28,2018-08-29,2018-08-30,2018-09-01
1968,1969,Electronic,2018-08-30,2018-09-04,2018-09-05,2018-09-06,2018-09-26
1969,1970,Book,2018-09-05,2018-09-07,2018-09-05,2018-09-12,2018-09-13
1970,1971,Electronic,2018-09-06,2018-09-10,2018-09-12,2018-09-13,2018-09-28
1971,1972,Digital Service,2018-09-11,2018-09-13,2018-09-17,2018-09-18,2018-09-21
1972,1973,LifeStyle,2018-09-22,2018-09-26,2018-09-25,2018-09-29,2018-10-17
1973,1974,BBFF,2018-09-25,2018-09-25,2018-09-25,2018-10-02,2018-10-09
1974,1975,LifeStyle,2018-09-27,2018-09-28,2018-10-04,2018-10-04,2018-10-12
1975,1976,Book,2018-09-27,2018-09-28,2018-09-27,2018-10-04,2018-10-03
1976,1977,Electronic,2018-10-03,2018-10-04,2018-10-10,2018-10-10,2018-10-17
1977,1978,BBFF,2018-10-04,2018-10-09,2018-10-11,2018-10-11,2018-10-13
1978,1979,BBFF,2018-04-20,2018-04-26,2018-04-23,2018-04-26,2018-04-27
1979,1980,Electronic,2018-05-08,2018-05-09,2018-05-10,2018-05-14,2018-05-15
1980,1981,BBFF,2018-05-09,2018-05-29,2018-05-14,2018-05-15,2018-05-30
1981,1982,Electronic,2018-05-11,2018-05-14,2018-05-16,2018-05-17,2018-05-24
1982,1983,BBFF,2018-05-17,2018-05-17,2018-05-22,2018-05-23,2018-05-28
1983,1984,BBFF,2018-06-08,2018-06-13,2018-06-13,2018-06-14,2018-06-17
1984,1985,BBFF,2018-06-11,2018-06-14,2018-06-13,2018-06-17,2018-06-19
1985,1986,Digital Service,2018-06-14,2018-06-18,2018-06-19,2018-06-20,2018-06-27
1986,1987,BBFF,2018-06-21,2018-06-26,2018-06-25,2018-06-27,2018-06-26
1987,1988,BBFF,2018-06-28,2018-06-30,2018-07-03,2018-07-04,2018-07-04
1988,1989,Book,2018-07-13,2018-07-20,2018-07-16,2018-07-19,2018-07-24
1989,1990,BBFF,2018-07-13,2018-07-17,2018-07-16,2018-07-19,2018-07-18
1990,1991,BBFF,2018-07-26,2018-07-27,2018-07-31,2018-08-01,2018-08-02
1991,1992,Digital Service,2018-07-27,2018-08-01,2018-08-01,2018-08-02,2018-08-06
1992,1993,Electronic,2018-08-04,2018-08-07,2018-08-09,2018-08-10,2018-08-13
1993,1994,Electronic,2018-08-06,2018-08-08,2018-08-10,2018-08-12,2018-09-04
1994,1995,BBFF,2018-08-09,2018-08-20,2018-08-14,2018-08-15,2018-08-27
1995,1996,BBFF,2018-08-09,2018-08-09,2018-08-14,2018-08-15,2018-08-17
1996,1997,Electronic,2018-08-10,2018-08-10,2018-08-15,2018-08-16,2018-09-08
1997,1998,BBFF,2018-08-11,2018-08-16,2018-08-15,2018-08-17,2018-08-17
1998,1999,BBFF,2018-08-13,2018-08-16,2018-08-14,2018-08-19,2018-08-31
1999,2000,Electronic,2018-08-20,2018-08-23,2018-08-21,2018-08-26,2018-08-27
2000,2001,LifeStyle,2018-08-22,2018-08-23,2018-08-27,2018-08-28,2018-08-28
2001,2002,LifeStyle,2018-08-23,2018-08-23,2018-08-28,2018-08-29,2018-09-10
2002,2003,Electronic,2018-08-31,2018-09-05,2018-09-06,2018-09-06,2018-09-09
2003,2004,Digital Service,2018-08-31,2018-08-31,2018-09-04,2018-09-06,2018-09-15
2004,2005,Electronic,2018-08-31,2018-08-31,2018-09-06,2018-09-06,2018-09-15
2005,2006,BBFF,2018-09-11,2018-09-13,2018-09-16,2018-09-17,2018-10-16
2006,2007,BBFF,2018-09-12,2018-09-13,2018-09-18,2018-09-18,2018-09-27
2007,2008,Digital Service,2018-09-14,2018-09-17,2018-09-19,2018-09-20,2018-10-05
2008,2009,BBFF,2018-09-19,2018-09-20,2018-09-24,2018-09-25,2018-10-10
2009,2010,BBFF,2018-09-20,2018-09-25,2018-09-25,2018-09-26,2018-10-04
2010,2011,BBFF,2018-09-26,2018-10-02,2018-10-01,2018-10-02,2018-10-03
2011,2012,LifeStyle,2018-09-28,2018-10-04,2018-10-03,2018-10-04,2018-10-04
2012,2013,BBFF,2018-09-28,2018-09-29,2018-10-04,2018-10-04,2018-10-13
2013,2014,Digital Service,2018-09-28,2018-09-28,2018-10-05,2018-10-04,2018-10-13
2014,2015,BBFF,2018-10-02,2018-10-03,2018-10-05,2018-10-08,2018-10-09
2015,2016,LifeStyle,2018-10-04,2018-10-04,2018-10-09,2018-10-10,2018-10-18
2016,2017,BBFF,2018-10-05,2018-10-05,2018-10-12,2018-10-11,2018-10-14
2017,2018,Book,2018-10-09,2018-10-10,2018-10-15,2018-10-15,2018-10-16
2018,2019,LifeStyle,2018-10-10,2018-10-11,2018-10-16,2018-10-16,2018-10-18
2019,2020,BBFF,2018-05-07,2018-05-10,2018-05-10,2018-05-12,2018-05-15
2020,2021,LifeStyle,2018-05-11,2018-07-05,2018-05-15,2018-05-16,2018-09-26
2021,2022,LifeStyle,2018-05-16,2018-05-18,2018-05-18,2018-05-21,2018-05-23
2022,2023,BBFF,2018-05-19,2018-06-19,2018-05-22,2018-05-24,2018-06-30
2023,2024,LifeStyle,2018-05-25,2018-05-31,2018-05-31,2018-05-30,2018-06-07
2024,2025,BBFF,2018-06-01,2018-06-01,2018-06-05,2018-06-06,2018-06-07
2025,2026,LifeStyle,2018-06-09,2018-06-13,2018-06-13,2018-06-14,2018-06-28
2026,2027,LifeStyle,2018-06-18,2018-06-22,2018-06-22,2018-06-23,2018-06-24
2027,2028,Book,2018-06-22,2018-06-27,2018-06-26,2018-06-27,2018-07-05
2028,2029,BBFF,2018-06-22,2018-06-25,2018-06-22,2018-06-27,2018-07-02
2029,2030,LifeStyle,2018-06-23,2018-06-30,2018-06-27,2018-06-28,2018-07-01
2030,2031,Digital Service,2018-07-05,2018-07-09,2018-07-09,2018-07-10,2018-07-10
2031,2032,Digital Service,2018-07-12,2018-07-13,2018-07-16,2018-07-17,2018-07-17
2032,2033,BBFF,2018-07-21,2018-07-25,2018-07-25,2018-07-26,2018-07-31
2033,2034,BBFF,2018-08-01,2018-08-06,2018-08-03,2018-08-06,2018-08-07
2034,2035,LifeStyle,2018-08-03,2018-08-03,2018-08-06,2018-08-08,2018-08-14
2035,2036,Electronic,2018-08-09,2018-08-13,2018-08-13,2018-08-14,2018-08-24
2036,2037,LifeStyle,2018-08-09,2018-08-10,2018-08-10,2018-08-14,2018-08-16
2037,2038,BBFF,2018-08-10,2018-08-15,2018-08-14,2018-08-15,2018-08-17
2038,2039,Digital Service,2018-08-10,2018-08-13,2018-08-14,2018-08-15,2018-08-16
2039,2040,BBFF,2018-08-14,2018-08-16,2018-08-17,2018-08-19,2018-08-23
2040,2041,Electronic,2018-08-17,2018-08-20,2018-08-21,2018-08-22,2018-08-26
2041,2042,Digital Service,2018-08-19,2018-08-22,2018-08-21,2018-08-24,2018-08-31
2042,2043,BBFF,2018-08-20,2018-08-21,2018-08-24,2018-08-25,2018-08-30
2043,2044,BBFF,2018-09-05,2018-09-06,2018-09-10,2018-09-10,2018-09-11
2044,2045,Electronic,2018-09-05,2018-09-06,2018-09-10,2018-09-10,2018-09-11
2045,2046,BBFF,2018-09-07,2018-09-07,2018-09-11,2018-09-12,2018-09-12
2046,2047,Digital Service,2018-09-10,2018-09-11,2018-09-13,2018-09-15,2018-09-14
2047,2048,LifeStyle,2018-09-12,2018-09-13,2018-09-13,2018-09-17,2018-09-18
2048,2049,Book,2018-09-13,2018-09-17,2018-09-18,2018-09-18,2018-09-19
2049,2050,Digital Service,2018-09-14,2018-09-17,2018-09-19,2018-09-19,2018-09-28
2050,2051,BBFF,2018-09-22,2018-09-22,2018-09-26,2018-09-27,2018-09-26
2051,2052,BBFF,2018-09-27,2018-09-27,2018-10-02,2018-10-02,2018-10-03
2052,2053,Electronic,2018-09-27,2018-09-27,2018-10-02,2018-10-02,2018-10-06
2053,2054,LifeStyle,2018-09-29,2018-09-30,2018-10-04,2018-10-04,2018-10-04
2054,2055,Electronic,2018-10-02,2018-10-02,2018-10-02,2018-10-07,2018-10-08
2055,2056,LifeStyle,2018-10-03,2018-10-05,2018-10-05,2018-10-08,2018-10-09
2056,2057,LifeStyle,2018-10-04,2018-10-05,2018-10-09,2018-10-09,2018-10-15
2057,2058,LifeStyle,2018-10-04,2018-10-05,2018-10-08,2018-10-09,2018-10-10
2058,2059,LifeStyle,2018-10-04,2018-10-04,2018-10-08,2018-10-09,2018-10-11
2059,2060,LifeStyle,2018-10-05,2018-10-11,2018-10-10,2018-10-10,2018-10-18
2060,2061,Book,2018-10-05,2018-10-08,2018-10-08,2018-10-10,2018-10-11
2061,2062,BBFF,2018-10-05,2018-10-05,2018-10-09,2018-10-10,2018-10-10
2062,2063,LifeStyle,2018-04-24,2018-04-26,2018-04-27,2018-04-28,2018-05-03
2063,2064,Electronic,2018-05-05,2018-06-07,2018-05-08,2018-05-09,2018-06-21
2064,2065,BBFF,2018-05-10,2018-05-22,2018-05-13,2018-05-14,2018-05-26
2065,2066,Electronic,2018-05-25,2018-05-28,2018-05-28,2018-05-29,2018-05-29
2066,2067,LifeStyle,2018-06-13,2018-08-17,2018-06-13,2018-06-17,2018-08-19
2067,2068,Digital Service,2018-06-15,2018-06-18,2018-06-18,2018-06-19,2018-09-06
2068,2069,BBFF,2018-07-18,2018-07-25,2018-07-19,2018-07-22,2018-08-22
2069,2070,BBFF,2018-07-24,2018-07-25,2018-07-27,2018-07-28,2018-08-01
2070,2071,Electronic,2018-08-03,2018-08-07,2018-08-07,2018-08-07,2018-08-17
2071,2072,BBFF,2018-08-13,2018-08-20,2018-08-14,2018-08-17,2018-08-27
2072,2073,BBFF,2018-08-24,2018-08-24,2018-08-24,2018-08-28,2018-08-30
2073,2074,Book,2018-08-29,2018-08-30,2018-08-30,2018-09-02,2018-08-31
2074,2075,LifeStyle,2018-09-05,2018-09-10,2018-09-08,2018-09-09,2018-09-11
2075,2076,BBFF,2018-09-06,2018-09-11,2018-09-08,2018-09-10,2018-09-14
2076,2077,BBFF,2018-09-11,2018-09-14,2018-09-14,2018-09-15,2018-09-14
2077,2078,Electronic,2018-09-13,2018-09-18,2018-09-17,2018-09-17,2018-09-18
2078,2079,BBFF,2018-09-15,2018-09-18,2018-09-18,2018-09-19,2018-10-14
2079,2080,LifeStyle,2018-09-17,2018-09-21,2018-09-20,2018-09-21,2018-09-23
2080,2081,Book,2018-09-22,2018-09-22,2018-09-22,2018-09-26,2018-09-25
2081,2082,Electronic,2018-09-24,2018-09-25,2018-09-25,2018-09-28,2018-10-03
2082,2083,Electronic,2018-09-25,2018-09-26,2018-09-28,2018-09-29,2018-10-01
2083,2084,BBFF,2018-09-28,2018-09-28,2018-09-28,2018-10-02,2018-10-04
2084,2085,Book,2018-10-02,2018-10-03,2018-10-05,2018-10-06,2018-10-09
2085,2086,Digital Service,2018-10-05,2018-10-08,2018-10-09,2018-10-09,2018-10-17
2086,2087,Digital Service,2018-10-05,2018-10-05,2018-10-09,2018-10-09,2018-10-10
2087,2088,LifeStyle,2018-04-09,2018-04-16,2018-04-11,2018-04-12,2018-04-25
2088,2089,BBFF,2018-06-25,2018-07-26,2018-06-27,2018-06-28,2018-09-14
2089,2090,LifeStyle,2018-07-03,2018-07-05,2018-07-05,2018-07-06,2018-08-10
2090,2091,BBFF,2018-07-28,2018-07-30,2018-07-30,2018-07-31,2018-07-31
2091,2092,Electronic,2018-08-09,2018-08-10,2018-08-10,2018-08-12,2018-08-18
2092,2093,Electronic,2018-08-13,2018-08-15,2018-08-15,2018-08-16,2018-09-06
2093,2094,LifeStyle,2018-08-14,2018-08-20,2018-08-14,2018-08-17,2018-08-29
2094,2095,BBFF,2018-08-14,2018-08-18,2018-08-16,2018-08-17,2018-08-18
2095,2096,LifeStyle,2018-08-14,2018-08-15,2018-08-16,2018-08-17,2018-08-16
2096,2097,Electronic,2018-08-14,2018-08-15,2018-08-16,2018-08-17,2018-08-18
2097,2098,Electronic,2018-08-15,2018-08-23,2018-08-17,2018-08-18,2018-10-01
2098,2099,BBFF,2018-09-06,2018-09-07,2018-09-07,2018-09-09,2018-09-10
2099,2100,Digital Service,2018-09-07,2018-09-10,2018-09-10,2018-09-10,2018-09-11
2100,2101,Digital Service,2018-09-12,2018-09-13,2018-09-14,2018-09-15,2018-09-18
2101,2102,Electronic,2018-09-25,2018-09-26,2018-09-27,2018-09-28,2018-10-07
2102,2103,BBFF,2018-09-26,2018-09-27,2018-09-27,2018-09-29,2018-10-16
2103,2104,Electronic,2018-03-01,2018-03-03,2018-03-02,2018-03-03,2018-03-08
2104,2105,LifeStyle,2018-03-27,2018-03-29,2018-03-28,2018-03-29,2018-04-17
2105,2106,LifeStyle,2018-03-28,2018-03-29,2018-03-29,2018-03-30,2018-04-22
2106,2107,LifeStyle,2018-05-08,2018-05-15,2018-05-09,2018-05-10,2018-05-24
2107,2108,Book,2018-06-10,2018-06-25,2018-06-10,2018-06-12,2018-07-04
2108,2109,BBFF,2018-06-15,2018-06-15,2018-06-15,2018-06-17,2018-06-17
2109,2110,LifeStyle,2018-06-18,2018-06-22,2018-06-19,2018-06-20,2018-06-27
2110,2111,Book,2018-06-29,2018-07-06,2018-06-30,2018-07-01,2018-07-06
2111,2112,LifeStyle,2018-07-12,2018-07-18,2018-07-13,2018-07-14,2018-07-19
2112,2113,LifeStyle,2018-07-25,2018-07-26,2018-07-26,2018-07-27,2018-07-28
2113,2114,Electronic,2018-08-09,2018-08-10,2018-08-10,2018-08-11,2018-08-14
2114,2115,LifeStyle,2018-08-21,2018-08-23,2018-08-22,2018-08-23,2018-09-07
2115,2116,LifeStyle,2018-08-22,2018-08-27,2018-08-23,2018-08-24,2018-09-09
2116,2117,LifeStyle,2018-08-27,2018-08-28,2018-08-28,2018-08-29,2018-08-29
2117,2118,LifeStyle,2018-09-13,2018-09-14,2018-09-14,2018-09-15,2018-09-19
2118,2119,BBFF,2018-09-19,2018-09-20,2018-09-20,2018-09-21,2018-09-21
2119,2120,BBFF,2018-09-19,2018-09-20,2018-09-20,2018-09-21,2018-09-22
2120,2121,Electronic,2018-09-21,2018-09-22,2018-09-22,2018-09-23,2018-10-06
2121,2122,BBFF,2018-09-22,2018-10-09,2018-09-23,2018-09-24,2018-10-11
2122,2123,Book,2018-09-27,2018-09-28,2018-09-27,2018-09-29,2018-10-05
2123,2124,LifeStyle,2018-10-09,2018-10-10,2018-10-11,2018-10-11,2018-10-13
2124,2125,Electronic,2018-10-09,2018-10-10,2018-10-10,2018-10-11,2018-10-11
2125,2126,Book,2018-10-09,2018-10-09,2018-10-09,2018-10-11,2018-10-11
2126,2127,Electronic,2018-04-20,2018-06-08,2018-04-20,2018-04-21,2018-09-23
2127,2128,LifeStyle,2018-06-11,2018-07-11,2018-06-11,2018-06-12,2018-10-01
2128,2129,LifeStyle,2018-06-11,2018-06-11,2018-06-11,2018-06-12,2018-06-15
2129,2130,Electronic,2018-08-08,2018-08-08,2018-08-08,2018-08-09,2018-08-12
2130,2131,BBFF,2018-08-31,2018-09-04,2018-08-31,2018-09-01,2018-09-08
2131,2132,Electronic,2018-09-12,2018-09-14,2018-09-13,2018-09-13,2018-10-15
2132,2133,BBFF,2018-09-13,2018-09-13,2018-09-13,2018-09-14,2018-09-26
2133,2134,BBFF,2018-09-17,2018-09-19,2018-09-18,2018-09-18,2018-09-21
2134,2135,LifeStyle,2018-09-18,2018-09-20,2018-09-19,2018-09-19,2018-09-25
2135,2136,LifeStyle,2018-09-24,2018-09-28,2018-09-24,2018-09-25,2018-10-09
2136,2137,LifeStyle,2018-09-26,2018-09-26,2018-09-26,2018-09-27,2018-10-12
2137,2138,LifeStyle,2018-09-27,2018-09-27,2018-09-27,2018-09-28,2018-09-30
2138,2139,Electronic,2018-10-01,2018-10-02,2018-10-03,2018-10-02,2018-10-09
2139,2140,Digital Service,2018-10-03,2018-10-04,2018-10-05,2018-10-04,2018-10-08
2140,2141,BBFF,2018-10-04,2018-10-04,2018-10-05,2018-10-05,2018-10-09
2141,2142,Electronic,2018-10-10,2018-10-15,2018-10-11,2018-10-11,2018-10-15
2142,2143,LifeStyle,2018-09-18,2018-09-18,2018-09-18,2018-09-18,2018-09-21
